student_id,grade,track,city_tier,parent_involvement,plan_type,monthly_fee_try,enrollment_date,tenure_months,program_adherence_rate,weekly_study_hours_planned,weekly_study_hours_actual,mentor_contact_freq_per_month,days_since_last_contact,message_response_time_hours,late_response_count_30d,trial_exam_count_total,trial_exam_avg_net,trial_exam_score_trend,missed_trial_exam_count,payment_delay_days_avg,support_ticket_count_90d,satisfaction_survey_score,days_to_next_exam,churn,weekly_study_hours_actual_missing,satisfaction_missing
STU102852,Mezun,Sözel,Tier 1 (Büyükşehir),Orta,Aylık,1862.0,2026-06-22,2.1,0.574,15.5,6.6,4.3,13,17.3,1,5,39.1,-2.22,2,3.2,0,3.5,297,1,0,0
STU100889,12. Sınıf,Eşit Ağırlık,Tier 1 (Büyükşehir),Orta,3 Aylık,4562.0,2026-01-11,7.4,0.79,12.6,9.1,5.0,5,10.2,0,12,56.7,-2.69,1,2.9,2,3.3,303,0,0,0
STU100158,12. Sınıf,Sözel,Tier 1 (Büyükşehir),Yüksek,Aylık,1652.0,2026-03-10,5.5,0.686,14.6,9.0,6.7,27,30.5,2,7,46.1,-3.47,0,3.3,1,3.6,299,0,1,1
STU101179,11. Sınıf,Sözel,Tier 1 (Büyükşehir),Orta,Aylık,1846.0,2025-11-08,9.5,0.626,13.4,8.9,5.2,21,33.0,4,22,71.3,1.69,1,10.9,3,2.5,667,0,0,0
STU101314,11. Sınıf,Eşit Ağırlık,Tier 1 (Büyükşehir),Düşük,Aylık,1841.0,2026-07-31,0.8,0.766,16.8,13.0,3.5,15,19.5,1,1,51.9,0.85,1,4.0,1,3.6,662,0,0,1
STU102343,12. Sınıf,Eşit Ağırlık,Tier 1 (Büyükşehir),Orta,Aylık,1955.0,2026-06-22,2.1,0.59,13.7,8.6,5.4,6,5.3,0,4,65.7,-3.39,1,2.1,1,4.4,298,0,0,0
STU102576,12. Sınıf,Eşit Ağırlık,Tier 2,Düşük,Aylık,1862.0,2026-03-13,5.4,0.88,12.8,12.6,5.3,4,13.2,3,10,40.4,0.14,0,0.3,1,3.3,299,0,0,0
STU102208,11. Sınıf,Sayısal,Tier 3,Orta,Aylık,1792.0,2026-06-09,2.5,0.99,14.4,14.1,4.4,50,35.2,1,4,33.1,3.56,1,2.1,0,4.2,664,0,0,0
STU101030,12. Sınıf,Sözel,Tier 2,Yüksek,3 Aylık,5033.0,2026-04-13,4.4,0.723,9.5,6.5,4.8,22,10.8,1,11,48.6,0.09,2,0.5,0,3.4,301,0,0,0
STU101236,11. Sınıf,Eşit Ağırlık,Tier 2,Orta,Yıllık,16377.0,2026-03-25,5.0,0.818,12.9,10.6,2.9,2,27.3,1,9,67.0,-0.79,1,1.0,0,3.6,668,0,0,1
STU102907,11. Sınıf,Sayısal,Tier 1 (Büyükşehir),Düşük,3 Aylık,4921.0,2025-06-09,14.5,0.554,17.2,7.2,4.5,2,12.8,3,23,60.3,2.48,2,0.0,1,3.9,666,0,0,0
STU100901,11. Sınıf,Eşit Ağırlık,Tier 2,Yüksek,3 Aylık,5442.0,2026-03-22,5.1,0.717,17.7,10.7,3.6,2,23.0,3,9,41.5,-0.36,3,1.5,0,3.5,663,0,0,1
STU102829,12. Sınıf,Sayısal,Tier 1 (Büyükşehir),Orta,3 Aylık,4705.0,2025-07-31,12.8,0.825,16.1,12.8,3.2,21,19.4,4,23,40.8,1.54,0,0.8,0,2.4,299,1,0,0
STU101455,11. Sınıf,Sayısal,Tier 3,Yüksek,Aylık,2009.0,2026-03-16,5.3,0.642,9.0,6.3,3.2,11,21.6,3,8,57.2,-0.38,3,0.6,2,2.4,667,0,0,0
STU101466,12. Sınıf,Sayısal,Tier 1 (Büyükşehir),Düşük,Aylık,1711.0,2025-11-27,8.9,0.321,12.7,3.8,7.1,9,7.9,2,21,52.1,0.31,2,3.4,1,3.7,303,0,0,0
STU100806,12. Sınıf,Eşit Ağırlık,Tier 2,Düşük,3 Aylık,4974.0,2026-05-25,3.0,0.469,12.2,5.3,3.7,14,19.6,2,7,57.7,-4.11,2,3.4,0,3.5,303,0,0,1
STU102903,Mezun,Eşit Ağırlık,Tier 3,Orta,3 Aylık,4727.0,2026-04-13,4.4,0.912,10.6,10.7,4.3,14,15.1,0,10,47.1,0.07,3,2.6,3,3.5,298,0,0,1
STU103247,Mezun,Eşit Ağırlık,Tier 3,Düşük,Aylık,1788.0,2026-06-25,2.0,0.589,13.2,7.9,5.9,6,28.2,2,4,41.1,-2.03,2,6.2,1,4.3,298,0,0,0
STU102500,11. Sınıf,Eşit Ağırlık,Tier 2,Orta,3 Aylık,4621.0,2026-07-13,1.4,0.731,14.9,12.4,2.8,0,34.1,3,2,47.9,1.27,2,0.0,0,3.5,664,0,0,1
STU102693,Mezun,Eşit Ağırlık,Tier 1 (Büyükşehir),Orta,Aylık,1760.0,2026-07-19,1.2,0.5,14.6,7.7,4.2,7,27.2,0,2,55.6,-1.04,2,0.5,1,2.9,301,0,0,0
STU101347,12. Sınıf,Eşit Ağırlık,Tier 1 (Büyükşehir),Düşük,Aylık,1744.0,2026-07-25,1.0,0.895,14.7,14.0,6.2,28,28.5,3,2,52.1,0.36,0,16.6,1,3.6,297,0,0,1
STU100577,12. Sınıf,Eşit Ağırlık,Tier 2,Yüksek,Aylık,1581.0,2025-12-21,8.1,0.624,11.6,6.0,3.2,55,9.6,1,13,56.6,-1.79,6,9.6,0,3.6,299,1,0,1
STU100710,Mezun,Eşit Ağırlık,Tier 2,Orta,Aylık,1709.0,2026-08-09,0.5,0.69,14.1,9.6,2.6,6,26.7,2,1,42.2,-0.23,1,13.4,0,3.8,302,0,0,0
STU100121,12. Sınıf,Sayısal,Tier 2,Yüksek,Aylık,1882.0,2026-04-06,4.6,0.77,14.0,10.6,4.5,20,11.7,0,10,78.6,-2.17,6,3.2,1,3.6,297,1,0,1
STU101969,12. Sınıf,Sayısal,Tier 3,Yüksek,3 Aylık,4866.0,2026-02-02,6.7,0.527,12.8,7.7,4.2,4,12.9,2,12,60.6,-1.4,1,3.3,2,3.4,303,1,0,0
STU101577,Mezun,Sayısal,Tier 1 (Büyükşehir),Düşük,Aylık,1770.0,2026-04-28,3.9,0.757,23.6,15.4,3.0,6,39.0,0,8,36.0,-0.56,3,4.4,0,3.0,298,0,0,0
STU100932,12. Sınıf,Sözel,Tier 2,Yüksek,Aylık,1839.0,2026-06-28,1.9,0.905,10.1,8.1,4.0,28,7.7,0,5,38.7,2.43,1,11.2,0,5.0,299,0,0,0
STU102039,Mezun,Sayısal,Tier 1 (Büyükşehir),Orta,Aylık,1736.0,2026-05-22,3.1,0.802,10.3,9.8,2.8,33,9.8,0,5,56.9,0.74,3,6.4,2,3.6,298,0,0,1
STU101276,11. Sınıf,Eşit Ağırlık,Tier 1 (Büyükşehir),Orta,Aylık,1852.0,2025-11-08,9.5,0.575,12.9,6.3,5.9,3,50.9,1,17,72.1,-3.92,2,4.1,4,3.6,666,1,0,1
STU102390,12. Sınıf,Dil,Tier 2,Orta,3 Aylık,4918.0,2026-07-10,1.5,0.562,21.2,10.5,2.7,6,22.7,1,4,60.0,1.32,2,2.2,0,3.5,300,1,0,1
STU102895,11. Sınıf,Sözel,Tier 3,Orta,Yıllık,16183.0,2026-07-25,1.0,0.69,14.9,9.1,6.0,2,25.8,1,2,66.0,1.13,1,1.9,2,3.6,662,0,0,1
STU100504,12. Sınıf,Eşit Ağırlık,Tier 1 (Büyükşehir),Düşük,3 Aylık,4928.0,2026-05-31,2.8,0.454,14.5,6.3,4.1,17,7.6,4,5,29.6,3.01,0,5.7,1,4.0,298,0,0,0
STU100837,Mezun,Sayısal,Tier 1 (Büyükşehir),Orta,3 Aylık,4768.0,2026-01-23,7.0,0.835,14.3,11.8,5.6,0,55.4,1,16,67.3,-0.33,0,3.3,0,5.0,298,0,0,0
STU103079,11. Sınıf,Dil,Tier 1 (Büyükşehir),Orta,3 Aylık,4608.0,2025-02-23,18.0,0.597,13.6,8.6,3.1,7,16.5,0,33,36.6,-0.84,3,0.5,1,4.0,666,0,0,0
STU101631,Mezun,Sayısal,Tier 2,Düşük,3 Aylık,4918.0,2026-06-19,2.2,0.479,8.7,4.4,4.2,9,5.9,1,5,43.7,-3.11,1,5.1,2,3.9,300,0,0,0
STU102085,11. Sınıf,Dil,Tier 1 (Büyükşehir),Düşük,Aylık,1872.0,2026-06-22,2.1,0.809,10.0,9.6,3.7,9,6.7,1,5,55.5,-0.39,1,5.3,0,4.3,665,0,0,0
STU103279,11. Sınıf,Eşit Ağırlık,Tier 1 (Büyükşehir),Orta,Yıllık,17440.0,2026-04-22,4.1,0.65,16.9,8.9,2.8,16,12.0,2,9,55.5,-1.48,9,5.8,1,2.2,666,1,0,0
STU102032,12. Sınıf,Eşit Ağırlık,Tier 1 (Büyükşehir),Yüksek,Aylık,1966.0,2026-06-19,2.2,0.545,11.6,7.2,3.1,26,30.7,1,4,43.9,2.77,2,7.0,2,4.2,297,1,0,0
STU102805,11. Sınıf,Sayısal,Tier 1 (Büyükşehir),Yüksek,Yıllık,16627.0,2026-05-28,2.9,0.797,15.1,12.9,5.0,5,45.5,5,4,45.7,2.78,1,0.2,5,5.0,668,0,0,0
STU101628,11. Sınıf,Sözel,Tier 1 (Büyükşehir),Orta,Aylık,1898.0,2026-02-05,6.6,0.876,14.2,9.4,6.9,14,14.2,1,15,51.8,0.46,0,0.2,2,5.0,668,0,0,0
STU101484,12. Sınıf,Sayısal,Tier 1 (Büyükşehir),Orta,3 Aylık,5094.0,2025-12-24,8.0,0.765,7.7,6.1,3.2,0,27.2,6,17,58.0,-1.94,0,4.5,1,4.7,303,0,0,0
STU101251,11. Sınıf,Eşit Ağırlık,Tier 2,Yüksek,Aylık,1746.0,2026-07-07,1.6,0.594,7.0,4.0,4.9,1,23.3,0,3,69.2,-0.87,3,0.9,0,2.5,664,0,0,0
STU101483,11. Sınıf,Sayısal,Tier 2,Yüksek,3 Aylık,5285.0,2026-06-22,2.1,0.586,17.7,10.5,5.3,13,25.3,3,4,46.0,-0.06,3,1.0,2,3.9,668,1,0,0
STU100373,12. Sınıf,Sayısal,Tier 3,Orta,Yıllık,17200.0,2026-06-15,2.3,0.702,10.3,7.7,3.7,5,14.0,0,6,35.7,0.68,1,1.1,2,3.5,298,0,0,0
STU102625,12. Sınıf,Sayısal,Tier 3,Yüksek,3 Aylık,4660.0,2026-04-28,3.9,0.725,12.7,9.4,3.9,17,37.2,1,4,55.5,-1.24,0,2.5,1,4.3,301,1,0,0
STU103091,Mezun,Eşit Ağırlık,Tier 3,Orta,Aylık,1729.0,2026-06-22,2.1,0.822,11.1,9.9,4.7,32,36.8,0,4,48.1,3.44,2,2.5,0,3.6,302,1,0,1
STU100228,12. Sınıf,Eşit Ağırlık,Tier 3,Düşük,Aylık,1956.0,2026-05-07,3.6,0.597,16.6,10.9,3.8,1,57.0,2,6,43.2,0.29,1,7.6,1,2.4,303,1,0,0
STU100774,11. Sınıf,Sayısal,Tier 3,Düşük,3 Aylık,5043.0,2026-04-25,4.0,0.638,12.6,7.9,2.7,10,14.0,0,9,37.1,2.3,3,2.9,2,2.0,666,1,0,0
STU102697,11. Sınıf,Sayısal,Tier 1 (Büyükşehir),Orta,Aylık,1728.0,2026-03-22,5.1,0.474,10.9,4.9,2.9,18,39.7,3,10,46.8,2.46,1,0.0,0,2.8,662,0,0,0
STU100547,11. Sınıf,Sayısal,Tier 1 (Büyükşehir),Düşük,Aylık,1757.0,2026-01-11,7.4,0.844,13.4,9.8,2.6,12,6.5,0,14,62.7,2.15,2,1.6,1,4.1,664,0,0,0
STU102384,11. Sınıf,Eşit Ağırlık,Tier 3,Orta,3 Aylık,4637.0,2026-04-25,4.0,0.591,14.1,8.8,4.2,3,10.9,0,9,51.9,-0.17,1,0.4,0,4.6,664,1,0,0
STU102931,11. Sınıf,Eşit Ağırlık,Tier 2,Orta,3 Aylık,4816.0,2025-12-06,8.6,0.427,15.3,6.4,2.0,4,51.1,5,19,28.6,0.73,1,4.4,3,3.6,664,0,0,0
STU100053,12. Sınıf,Eşit Ağırlık,Tier 1 (Büyükşehir),Düşük,Aylık,1785.0,2026-04-10,4.5,0.922,16.2,12.0,4.0,9,4.6,2,6,69.7,0.17,0,6.9,0,4.3,298,0,0,0
STU101136,12. Sınıf,Sayısal,Tier 1 (Büyükşehir),Düşük,3 Aylık,4686.0,2026-01-02,7.7,0.679,11.8,5.6,3.4,8,43.2,1,15,39.7,0.26,0,9.4,0,4.6,299,0,0,0
STU102550,12. Sınıf,Eşit Ağırlık,Tier 1 (Büyükşehir),Yüksek,Yıllık,17914.0,2026-03-16,5.3,0.825,15.2,9.2,3.0,30,18.0,2,7,52.5,-1.53,0,4.8,1,2.5,302,1,1,0
STU101928,11. Sınıf,Sözel,Tier 1 (Büyükşehir),Orta,Aylık,1855.0,2026-03-28,4.9,0.445,12.4,6.0,4.9,6,9.0,3,10,41.0,1.47,2,1.9,0,3.8,664,0,0,0
STU101044,11. Sınıf,Sayısal,Tier 2,Orta,Yıllık,17936.0,2025-12-27,7.9,0.413,13.7,5.2,2.6,21,9.3,1,17,50.0,1.04,0,2.1,2,1.8,668,1,0,0
STU102339,11. Sınıf,Sayısal,Tier 3,Yüksek,Aylık,1784.0,2026-07-10,1.5,0.662,10.9,8.1,3.1,8,40.9,1,2,34.5,-0.07,0,0.1,0,3.6,663,0,0,1
STU102752,Mezun,Eşit Ağırlık,Tier 3,Orta,Aylık,1720.0,2026-02-20,6.1,0.64,21.4,12.9,1.6,20,9.5,2,15,52.0,-3.06,0,4.8,0,2.7,300,0,0,0
STU103215,12. Sınıf,Sözel,Tier 2,Yüksek,3 Aylık,4841.0,2025-11-14,9.3,0.649,14.4,8.0,5.0,2,5.8,1,7,50.5,-1.51,1,0.9,0,3.5,299,0,0,1
STU101606,Mezun,Sayısal,Tier 1 (Büyükşehir),Orta,Aylık,1880.0,2026-06-15,2.3,0.873,11.9,9.3,4.7,35,46.7,1,4,52.4,-4.15,1,1.5,1,4.6,303,0,0,0
STU100380,12. Sınıf,Eşit Ağırlık,Tier 1 (Büyükşehir),Yüksek,Aylık,1959.0,2026-05-25,3.0,0.686,13.5,7.7,4.4,9,0.3,0,7,52.9,5.65,0,6.3,0,3.8,303,0,0,0
STU100044,Mezun,Sayısal,Tier 2,Düşük,Yıllık,17858.0,2026-01-11,7.4,0.96,15.1,17.1,3.9,46,7.5,3,6,61.0,3.6,3,3.4,1,2.8,302,1,0,0
STU102555,12. Sınıf,Sayısal,Tier 1 (Büyükşehir),Düşük,Aylık,1749.0,2026-01-26,6.9,0.652,11.5,7.6,4.7,2,3.4,1,13,56.1,2.48,0,5.5,1,4.7,303,0,0,0
STU102863,11. Sınıf,Sayısal,Tier 1 (Büyükşehir),Düşük,Yıllık,17240.0,2026-06-19,2.2,0.633,14.8,9.0,2.8,6,19.4,3,4,70.4,-1.83,1,1.4,0,3.5,665,0,0,0
STU102683,12. Sınıf,Eşit Ağırlık,Tier 1 (Büyükşehir),Düşük,Aylık,1805.0,2025-09-27,10.9,0.71,13.1,8.1,3.3,2,11.5,0,20,37.0,0.52,1,1.1,1,3.6,303,0,0,1
STU101527,12. Sınıf,Sayısal,Tier 1 (Büyükşehir),Orta,3 Aylık,4787.0,2026-04-28,3.9,0.646,10.8,7.0,2.7,10,28.9,2,5,50.0,1.44,1,2.8,1,3.5,302,1,0,0
STU101185,Mezun,Sayısal,Tier 2,Düşük,Yıllık,15975.0,2026-01-20,7.1,0.452,14.4,5.4,4.6,12,16.4,2,12,43.0,-0.27,1,4.7,1,3.9,298,0,0,0
STU100958,12. Sınıf,Sayısal,Tier 2,Orta,Aylık,1662.0,2026-03-04,5.7,0.909,19.1,18.4,4.7,2,8.6,1,14,56.4,0.33,3,0.5,2,4.8,299,0,0,0
STU100778,Mezun,Sayısal,Tier 2,Orta,Aylık,1929.0,2026-03-19,5.2,0.862,19.8,18.9,4.5,16,10.8,2,12,66.8,1.1,1,5.6,2,4.1,299,0,0,0
STU101557,12. Sınıf,Eşit Ağırlık,Tier 1 (Büyükşehir),Düşük,3 Aylık,4948.0,2025-11-30,8.8,0.821,14.6,11.2,3.2,0,6.1,2,17,38.9,0.93,3,0.1,2,3.6,298,0,0,0
STU102337,12. Sınıf,Eşit Ağırlık,Tier 3,Orta,3 Aylık,4860.0,2026-04-19,4.2,0.745,14.1,12.1,3.8,7,35.5,1,8,50.7,1.91,2,2.5,2,3.5,300,0,0,1
STU101695,12. Sınıf,Dil,Tier 3,Düşük,3 Aylık,5001.0,2026-08-09,0.5,0.849,13.2,11.9,5.2,6,30.8,6,1,55.2,6.15,1,3.1,1,3.2,300,1,0,0
STU101492,12. Sınıf,Eşit Ağırlık,Tier 1 (Büyükşehir),Düşük,Aylık,1700.0,2026-02-02,6.7,0.782,20.6,19.1,2.9,13,27.4,1,9,47.8,0.66,1,4.5,0,2.9,297,0,0,0
STU100586,11. Sınıf,Eşit Ağırlık,Tier 1 (Büyükşehir),Orta,Aylık,1726.0,2026-06-19,2.2,0.458,16.3,8.4,4.0,38,15.9,1,4,40.4,-2.85,2,4.7,1,3.6,666,1,0,1
STU101430,Mezun,Sözel,Tier 1 (Büyükşehir),Orta,Aylık,1826.0,2026-04-19,4.2,0.583,11.8,6.4,4.2,17,12.9,3,8,51.1,1.77,2,3.0,3,3.6,300,0,0,1
STU100316,12. Sınıf,Eşit Ağırlık,Tier 2,Yüksek,Yıllık,16919.0,2026-04-03,4.7,0.779,19.1,12.6,4.5,1,32.4,0,9,47.7,-0.94,0,0.6,3,1.0,299,0,0,0
STU102411,Mezun,Sayısal,Tier 3,Orta,Aylık,1785.0,2026-07-01,1.8,0.55,13.5,8.3,6.1,5,9.7,0,4,49.4,-1.29,0,1.1,1,3.1,299,0,0,0
STU102143,Mezun,Sayısal,Tier 1 (Büyükşehir),Düşük,3 Aylık,5204.0,2025-10-12,10.4,0.503,10.6,5.7,4.2,13,20.9,0,20,67.7,2.1,1,6.6,2,3.6,299,1,0,0
STU103058,11. Sınıf,Sözel,Tier 2,Düşük,3 Aylık,4440.0,2025-12-09,8.5,0.523,15.0,7.6,4.8,7,41.9,1,22,74.4,-2.19,2,3.8,0,4.9,664,1,0,0
STU100745,12. Sınıf,Sayısal,Tier 1 (Büyükşehir),Düşük,3 Aylık,4966.0,2026-05-31,2.8,0.615,9.6,7.0,4.7,24,58.1,2,6,54.2,-0.57,1,7.9,1,5.0,297,0,0,0
STU101393,11. Sınıf,Sayısal,Tier 1 (Büyükşehir),Orta,3 Aylık,4595.0,2026-02-17,6.2,0.986,13.8,13.0,4.8,13,8.0,2,13,59.6,0.14,3,1.9,3,2.9,663,0,0,0
STU101508,11. Sınıf,Eşit Ağırlık,Tier 3,Orta,Yıllık,15625.0,2026-03-07,5.6,0.686,12.1,9.3,3.6,9,15.5,2,15,30.1,-5.53,1,2.2,4,3.3,662,1,0,0
STU100570,12. Sınıf,Sayısal,Tier 1 (Büyükşehir),Yüksek,3 Aylık,4692.0,2026-03-13,5.4,0.67,17.2,11.2,3.1,3,9.0,6,15,41.0,-0.31,4,1.3,2,3.2,300,0,0,0
STU100258,11. Sınıf,Sözel,Tier 1 (Büyükşehir),Düşük,3 Aylık,4404.0,2026-06-19,2.2,0.658,15.7,10.2,5.0,9,8.5,2,4,58.3,2.08,4,16.1,2,3.2,664,0,0,0
STU101365,12. Sınıf,Sayısal,Tier 2,Orta,Yıllık,15692.0,2026-04-06,4.6,0.835,11.3,8.4,4.7,3,5.6,1,9,43.7,0.28,2,2.3,1,4.6,302,0,0,0
STU102479,Mezun,Eşit Ağırlık,Tier 1 (Büyükşehir),Orta,3 Aylık,5378.0,2026-02-08,6.5,0.591,9.7,6.0,5.0,18,12.0,1,8,39.2,-1.49,1,1.5,2,3.4,300,0,0,0
STU102504,11. Sınıf,Sayısal,Tier 2,Orta,3 Aylık,4721.0,2026-06-03,2.7,0.616,15.2,9.6,6.1,50,10.1,1,7,44.4,1.99,1,5.9,3,4.6,665,1,0,0
STU100098,11. Sınıf,Dil,Tier 2,Yüksek,Aylık,1780.0,2025-06-18,14.2,0.99,13.1,11.8,5.5,12,1.7,0,35,44.2,0.99,1,1.6,1,1.7,666,0,0,0
STU101940,11. Sınıf,Sayısal,Tier 2,Yüksek,Aylık,1761.0,2026-04-16,4.3,0.449,13.8,5.6,3.4,1,29.1,3,7,60.8,0.22,2,0.7,0,3.6,667,0,0,1
STU101222,Mezun,Sayısal,Tier 2,Yüksek,Aylık,2049.0,2025-09-02,11.7,0.814,17.9,15.8,2.9,11,13.0,0,25,44.9,-2.33,1,2.8,2,5.0,298,0,0,0
STU102713,11. Sınıf,Eşit Ağırlık,Tier 3,Yüksek,3 Aylık,4875.0,2026-03-22,5.1,0.799,13.8,11.2,4.5,5,20.6,2,10,44.7,-1.65,2,5.9,3,4.5,666,0,0,0
STU100863,12. Sınıf,Dil,Tier 1 (Büyükşehir),Orta,3 Aylık,4680.0,2026-08-06,0.6,0.613,17.3,11.9,4.9,7,25.0,4,1,51.3,1.17,1,0.0,3,3.5,300,0,0,0
STU101375,11. Sınıf,Eşit Ağırlık,Tier 1 (Büyükşehir),Orta,3 Aylık,4547.0,2026-05-31,2.8,0.738,15.8,12.3,6.3,3,21.0,0,5,64.1,1.91,1,2.8,2,3.5,665,0,0,1
STU102791,11. Sınıf,Sözel,Tier 2,Düşük,Aylık,1790.0,2026-03-31,4.8,0.719,12.6,10.1,4.5,37,36.3,2,10,52.0,1.64,0,4.1,1,4.6,667,1,0,0
STU102501,12. Sınıf,Sayısal,Tier 2,Orta,3 Aylık,5077.0,2026-06-28,1.9,0.722,17.5,14.5,2.5,10,17.9,2,4,50.9,1.44,1,10.5,1,3.5,303,0,0,1
STU103092,Mezun,Eşit Ağırlık,Tier 1 (Büyükşehir),Orta,Aylık,1607.0,2026-03-10,5.5,0.771,16.7,13.4,5.3,9,12.8,0,10,50.2,1.06,2,1.5,0,3.7,301,0,0,0
STU103450,12. Sınıf,Eşit Ağırlık,Tier 2,Yüksek,3 Aylık,4984.0,2026-04-19,4.2,0.691,15.3,13.6,5.3,1,6.3,3,8,69.4,2.62,2,2.0,1,3.5,302,0,0,1
STU102963,12. Sınıf,Sayısal,Tier 1 (Büyükşehir),Orta,Yıllık,15535.0,2025-10-15,10.3,0.318,15.9,4.1,1.8,4,4.4,3,20,39.4,4.88,3,7.0,1,3.0,301,0,0,0
STU101206,12. Sınıf,Sayısal,Tier 2,Orta,Aylık,1661.0,2026-06-06,2.6,0.85,13.1,11.2,4.6,7,0.2,0,7,50.6,-0.65,0,2.6,1,2.8,302,0,0,0
STU100114,11. Sınıf,Eşit Ağırlık,Tier 2,Orta,Yıllık,16169.0,2026-07-13,1.4,0.677,11.4,7.4,4.3,7,12.8,1,3,38.4,3.7,3,3.2,3,2.7,666,0,0,0
STU101912,Mezun,Sayısal,Tier 1 (Büyükşehir),Orta,3 Aylık,4878.0,2026-04-13,4.4,0.629,17.4,8.7,6.3,10,5.0,2,11,68.7,1.63,1,1.1,0,2.9,301,0,0,0
STU101876,11. Sınıf,Sayısal,Tier 3,Yüksek,Yıllık,16375.0,2026-04-25,4.0,0.739,19.2,14.0,6.9,9,5.6,3,8,25.7,3.17,1,0.4,2,4.2,663,0,0,0
STU102861,12. Sınıf,Eşit Ağırlık,Tier 1 (Büyükşehir),Orta,3 Aylık,4691.0,2026-07-01,1.8,0.487,16.7,7.5,3.9,5,21.1,5,4,48.1,0.45,1,0.7,2,3.5,301,0,0,1
STU102434,12. Sınıf,Sayısal,Tier 3,Orta,3 Aylık,4875.0,2026-06-15,2.3,0.841,14.3,10.9,5.6,7,25.5,0,4,53.4,0.05,0,0.6,0,4.4,298,0,0,0
STU101761,11. Sınıf,Eşit Ağırlık,Tier 2,Yüksek,Aylık,1795.0,2025-07-19,13.2,0.59,13.7,6.8,4.4,11,39.7,3,26,31.0,2.54,1,2.9,2,2.6,665,0,0,0
STU100442,12. Sınıf,Sayısal,Tier 1 (Büyükşehir),Yüksek,3 Aylık,5351.0,2026-03-13,5.4,0.648,7.2,3.4,3.9,25,28.0,3,8,64.8,-3.04,4,7.4,4,2.4,303,1,0,0
STU101950,Mezun,Sayısal,Tier 1 (Büyükşehir),Orta,Aylık,1785.0,2026-06-15,2.3,0.578,14.7,6.8,1.5,19,17.3,2,4,62.3,0.92,0,3.8,1,3.6,297,1,0,0
STU101039,11. Sınıf,Sayısal,Tier 3,Orta,Yıllık,16595.0,2026-02-20,6.1,0.99,12.6,9.2,4.3,6,2.5,4,12,39.4,2.53,0,1.6,2,2.7,665,0,1,0
STU100336,11. Sınıf,Eşit Ağırlık,Tier 3,Düşük,3 Aylık,5041.0,2026-04-06,4.6,0.605,13.0,7.6,3.9,11,4.2,4,7,55.3,1.19,2,1.3,1,4.3,663,0,0,0
STU101341,Mezun,Eşit Ağırlık,Tier 3,Orta,3 Aylık,5139.0,2026-04-16,4.3,0.803,14.3,10.5,5.8,14,22.0,1,7,76.8,-2.23,2,0.8,0,3.4,298,0,0,0
STU100550,12. Sınıf,Dil,Tier 1 (Büyükşehir),Düşük,Yıllık,16498.0,2025-12-15,8.3,0.583,13.4,7.1,1.5,17,22.7,1,13,50.2,-0.11,2,0.6,2,2.4,297,1,0,0
STU100416,11. Sınıf,Eşit Ağırlık,Tier 1 (Büyükşehir),Yüksek,Aylık,1863.0,2025-09-02,11.7,0.846,12.0,11.1,6.7,9,19.3,6,19,67.2,4.47,1,3.9,0,4.5,668,0,0,0
STU102834,12. Sınıf,Eşit Ağırlık,Tier 1 (Büyükşehir),Yüksek,Yıllık,18492.0,2026-03-07,5.6,0.633,13.6,8.8,3.5,2,16.7,0,10,29.5,0.44,1,1.2,0,4.8,303,1,0,0
STU101895,11. Sınıf,Sayısal,Tier 1 (Büyükşehir),Orta,Aylık,1789.0,2025-07-22,13.1,0.629,13.5,10.4,4.9,2,32.3,2,30,59.1,1.99,2,4.9,2,3.6,666,0,0,1
STU103310,Mezun,Sayısal,Tier 1 (Büyükşehir),Yüksek,Aylık,1804.0,2026-06-12,2.4,0.506,15.7,8.8,5.4,14,6.7,2,5,50.0,3.65,1,0.1,1,2.9,297,0,0,0
STU100487,11. Sınıf,Eşit Ağırlık,Tier 3,Düşük,Aylık,1770.0,2025-08-27,11.9,0.556,21.5,12.6,3.8,44,10.1,4,21,41.1,2.16,3,0.2,0,3.6,663,1,0,1
STU102520,11. Sınıf,Dil,Tier 1 (Büyükşehir),Orta,Yıllık,16802.0,2026-01-05,7.6,0.517,12.1,5.6,3.4,30,23.3,0,14,45.8,1.81,3,2.8,1,2.8,668,0,0,0
STU100929,12. Sınıf,Sayısal,Tier 1 (Büyükşehir),Düşük,3 Aylık,5035.0,2026-06-09,2.5,0.607,16.8,9.9,5.5,8,12.0,1,4,85.3,-2.85,1,4.5,2,3.7,299,0,0,0
STU101176,12. Sınıf,Sayısal,Tier 1 (Büyükşehir),Düşük,3 Aylık,5182.0,2025-11-08,9.5,0.65,16.6,9.9,5.3,26,19.8,2,20,52.1,0.71,2,1.6,0,3.7,301,1,0,0
STU100420,12. Sınıf,Sayısal,Tier 1 (Büyükşehir),Orta,Aylık,1840.0,2026-01-17,7.2,0.603,13.7,9.0,3.6,12,14.9,3,15,55.9,-3.9,2,3.2,2,3.0,302,0,0,0
STU102278,Mezun,Eşit Ağırlık,Tier 1 (Büyükşehir),Orta,Aylık,1839.0,2026-01-08,7.5,0.629,10.8,9.0,3.6,12,16.5,1,14,51.1,0.08,2,1.4,1,4.5,297,0,1,0
STU103049,11. Sınıf,Sayısal,Tier 1 (Büyükşehir),Düşük,3 Aylık,5089.0,2025-10-24,10.0,0.729,14.2,9.5,5.9,7,42.7,1,25,55.1,2.41,2,5.3,0,4.9,666,0,0,0
